combokey	school_size	size_cat	student_abs	teach_abs
10000201705	very large	4	0	0.17241
10000201706	very large	4	0	0.19048
10000299995	very large	4	0	0.33333
10000500870	very large	4	0.11654	0.47051
10000500871	very large	4	0.22262	0.39099
10000500879	very large	4	0.2	0.33961
10000500889	very large	4	0.1788	0.36709
10000502150	very large	4	0.19323	0.44487
10000600193	medium-large	3	0.22695	0
10000600872	medium-large	3	0.20794	0
10000600876	small	1	0.07292	0
10000600877	medium-large	3	0.17573	0.37125
10000600878	medium-large	3	0.25818	0
10000600880	medium-small	2	0.02991	0.16
10000600883	medium-large	3	0.01417	0
10000600887	medium-small	2	0.35323	0.40439
10000601413	medium-large	3	0.18864	0.05263
10000601434	medium-small	2	0.15589	0
10000601585	medium-small	2	0.23219	0
10000601685	medium-large	3	0.2	0.45161
10000601812	medium-large	3	0.21538	0.44
10000602209	medium-large	3	0.19336	0.15907
10000700091	medium-large	3	0.06061	0.58745
10000700248	medium-large	3	0.04745	0.46575
10000700251	very large	4	0.11389	0.3612
10000700337	very large	4	0.08876	0.40144
10000700342	very large	4	0.05288	0.30023
10000701422	very large	4	0.05023	0.25891
10000701456	very large	4	0.12531	0.36898
10000701483	very large	4	0.04818	0.41667
10000701738	very large	4	0.0378	0.40476
10000701739	medium-large	3	0.09234	0.17857
10000701740	medium-large	3	0.05763	0.30597
10000701741	very large	4	0.07547	0.6752
10000701742	medium-large	3	0.09201	0.61203
10000701743	medium-small	2	0.09763	0.32407
10000702091	very large	4	0.0418	0.2381
10000702186	very large	4	0.0358	0.35349
10000800303	very large	4	0	0.07243
10000800495	very large	4	0.08774	0.43678
10000800831	very large	4	0.27145	0.39791
10000800839	medium-large	3	0.04034	0.43103
10000800851	medium-large	3	0	0.51515
10000801423	very large	4	0.06667	0.34863
10000801485	very large	4	0.11392	0.32751
10000801798	very large	4	0.06507	0.44885
10000802097	very large	4	0.13464	0.39807
10000802133	very large	4	0.083	0.40883
10000899999	very large	4	0.07009	0.79747
10000901403	small	1	0.02632	0.02564
10000901404	small	1	0.01923	0.09677
10000901405	small	1	0.04651	0.10714
10001102094	very large	4	0.02833	0
10001102095	medium-large	3	0.00357	0
10001102096	medium-large	3	0.01325	0
10001200123	medium-large	3	0.08351	0.59524
10001200874	medium-large	3	0.19199	0.44687
10001200884	medium-small	2	0.05128	0.38506
10001201630	medium-small	2	0.08672	0.55276
10001201781	medium-small	2	0.16129	0.5852
10001300714	very large	4	0.07677	0.46018
10001301498	very large	4	0.06584	0.34188
10001301502	very large	4	0.10801	0.24578
10001301682	very large	4	0.11271	0.38119
10001802104	medium-small	2	0.02616	0.11111
10002001831	small	1	0	0
10002101832	small	1	0	0.25
10002299999	small	1	0	0
10002301834	small	1	0	0
10002401835	small	1	0	0
10002601837	small	1	0	0
10003000001	medium-large	3	0.106	0.81481
10003000003	very large	4	0.16581	0.66667
10003000004	very large	4	0.12483	0.35088
10003000005	medium-large	3	0.09231	0.54286
10003000006	medium-large	3	0.07399	0.58621
10003302119	small	1	0	0.66667
10003302123	small	1	0	0.4
10003501846	small	1	0	0
10003502105	small	1	0	0
10003599999	small	1	0	1
10003699999	small	1	0	0
10003801849	small	1	0	0
10003901850	small	1	0	0
10004101852	small	1	0.18605	0
10004201853	small	1	0	0.14286
10004301854	small	1	0.4	0
10004401855	small	1	0	0
10006000007	medium-large	3	0.10438	0.34848
10006000008	medium-large	3	0.13221	0.16
10006001467	very large	4	0.11995	0.34426
10009000011	medium-large	3	0.0496	0.66179
10009000015	small	1	0	0.15385
10009000017	small	1	0	0.95238
10009000020	medium-small	2	0.09565	0.62026
10009000021	medium-small	2	0.03425	0.14286
10009001246	small	1	0	0
10009001725	medium-large	3	0.03023	0.85663
10009001782	small	1	0.03774	0.3
10010000022	medium-large	3	0.00942	0.38126
10010000025	medium-large	3	0.07597	0.25581
10010000027	medium-large	3	0.13884	0.29618
10010000028	very large	4	0.18706	0.2694
10012000522	medium-large	3	0.10097	0.43103
10012001471	medium-small	2	0.17134	0.69606
10012001472	very large	4	0.00459	0.41441
10012001473	medium-large	3	0.08949	0.52103
10012001474	medium-small	2	0.08333	0.18824
10012001475	medium-small	2	0.07712	0.26975
10012001758	medium-small	2	0.07962	0.46041
10017802113	small	1	0	0.14286
10018000032	medium-large	3	0.17143	0.39615
10018000033	very large	4	0.57671	0.43615
10018000034	medium-large	3	0.1332	0.9633
10018102116	small	1	0	0
10018302114	small	1	0	0
10018402115	small	1	0	0
10018500893	very large	4	0.01576	0.10285
10018500952	very large	4	0.00793	0.24166
10018502137	very large	4	0.04093	0.20816
10018802193	medium-large	3	0.46458	0.06431
10018802194	medium-small	2	0.42051	0.10753
10019001182	very large	4	0.09339	0.35593
10019001183	very large	4	0.19072	0.35714
10019001184	very large	4	0.09887	0.32075
10019001460	very large	4	0.01544	0.35507
10019001815	very large	4	0.08324	0.39706
10019002149	medium-large	3	0.08008	0.58333
10021000036	very large	4	0.15327	0.50515
10021000037	very large	4	0.07621	0.38356
10021000039	medium-large	3	0.08918	0.4
10021000040	medium-large	3	0.0989	0.3
10021000041	very large	4	0.09061	0.42254
10021000042	medium-large	3	0.07469	0.3
10021000053	medium-large	3	0.06638	0.4375
10021001254	medium-large	3	0.04505	0.34483
10021001259	medium-large	3	0.07569	0.34483
10021001879	medium-large	3	0.05613	0.63333
10021099999	medium-large	3	0.06374	0.33333
10024000045	very large	4	0.21918	0.56098
10024000046	medium-large	3	0.10488	0.61765
10024000047	medium-large	3	0.16129	0.5
10024000048	very large	4	0.03039	0.2266
10024000049	very large	4	0.10187	0.25926
10024000050	very large	4	0.14715	0.33333
10024000051	very large	4	0.13692	0.29545
10024000543	very large	4	0.23353	0.37705
10024000546	very large	4	0.10375	0.34286
10024001408	medium-small	2	0.03869	0.48
10024001639	medium-large	3	0.19751	0.41935
10024002159	medium-large	3	0.18363	0.66667
10027000012	medium-small	2	0.12349	0.61905
10027000013	medium-large	3	0.13559	0.33333
10027000023	medium-large	3	0.20638	0.24138
10027000024	very large	4	0.27142	0.12821
10027000056	medium-large	3	0.09459	0.25926
10027000057	medium-large	3	0.15896	0.41176
10027000058	medium-small	2	0.15548	0.04762
10027000059	very large	4	0.14667	0.56098
10027000060	very large	4	0.17771	0.28947
10027000062	medium-large	3	0.16779	0.17647
10027000065	medium-small	2	0.12226	0.5
10027000066	medium-large	3	0.16543	0.37931
10027000067	very large	4	0.07334	0.33333
10027000068	small	1	0.07317	0.14286
10027000069	medium-large	3	0.17391	0.31579
10027000070	medium-small	2	0.17672	0.14286
10027000100	very large	4	0.20588	0.2551
10027000162	very large	4	0.19596	0.39535
10027000549	medium-large	3	0.13445	0.28571
10027000550	very large	4	0.05405	0.28846
10027000625	medium-large	3	0.13082	0.18919
10027000641	very large	4	0.25393	0.36538
10027000648	very large	4	0.14173	0.11111
10027000660	very large	4	0.1097	0.12821
10027001708	medium-large	3	0.1805	0.16667
10027001709	very large	4	0.07895	0.19149
10027001710	very large	4	0.0752	0.09091
10027001711	very large	4	0.10277	0.2
10027001713	medium-large	3	0.17606	0.38095
10027001714	medium-small	2	0.15591	0.48148
10027001715	medium-large	3	0.1567	0.37838
10027001716	very large	4	0.15075	0.21127
10027001759	very large	4	0.19266	0.20635
10027001783	medium-small	2	0.21256	0.22222
10027001784	very large	4	0.31831	0.17308
10027001810	very large	4	0.24209	0.41791
10027001859	medium-large	3	0.18023	0.37037
10027001888	very large	4	0.07801	0.2
10027002072	very large	4	0	0.12903
10027002073	very large	4	0.15219	0.26984
10030000074	medium-small	2	0.41667	0.16901
10030001478	medium-small	2	0.24434	0.21622
10030001557	medium-small	2	0.23188	0.33333
10030001641	medium-small	2	0.22179	0.3125
10033000082	medium-small	2	0.14931	0.22222
10033000084	medium-small	2	0.1083	0.28952
10033000086	very large	4	0.11319	0.30435
10033000087	very large	4	0.44835	0.30909
10033000088	very large	4	0.17209	0.13725
10033000090	medium-small	2	0	0.26087
10033001479	medium-small	2	0.2358	0.45455
10036000092	medium-large	3	0.70667	0
10036000094	medium-large	3	0.13969	0.62282
10036000096	small	1	0.175	0
10036000098	medium-small	2	0.10507	0.58824
10036000099	medium-large	3	0.29143	0
10036001426	medium-large	3	0.19596	0.1
10036001480	medium-small	2	0.2234	0.45914
10036099997	small	1	0	0
10036099999	medium-large	3	0.14854	0.04167
10039000103	medium-large	3	0.22961	0
10039000106	medium-large	3	0.26555	0
10039000107	medium-small	2	0.01064	0.10526
10039000108	medium-small	2	0	0.11538
10039000112	medium-large	3	0.12139	0
10039000113	medium-large	3	0	0.09091
10039000119	medium-small	2	0.00505	0
10039000133	medium-small	2	0.02023	0.05
10039000136	medium-large	3	0.2211	0.16216
10039000139	very large	4	0.00566	0.06977
10039000140	medium-small	2	0.17325	0
10039000141	very large	4	0.00156	0.05263
10039000142	medium-small	2	0.05013	0.10714
10039000150	medium-small	2	0.00545	0.00769
10039000156	medium-small	2	0.39896	0.18182
10039000163	medium-large	3	0.11395	0.54274
10039000164	very large	4	0.2757	0.1194
10039000165	very large	4	0.00452	0.01852
10039000174	medium-small	2	0.0166	0.06345
10039000175	medium-small	2	0.01286	0
10039000176	very large	4	0.15637	0
10039000179	medium-small	2	0.03581	0.09677
10039000184	medium-large	3	0.04744	0.12
10039000190	medium-large	3	0.01093	0.15385
10039000192	very large	4	0.2356	0
10039000196	medium-small	2	0.1875	0.13636
10039000198	very large	4	0.0721	0
10039000201	medium-large	3	0.01577	0.08
10039001296	small	1	0	0
10039001421	medium-large	3	0.01835	0.20592
10039001446	medium-large	3	0.09289	0.05357
10039001468	very large	4	0.49189	0.28571
10039001484	very large	4	0.093	0.18002
10039001649	medium-small	2	0.42473	0
10039001761	small	1	0	0.4
10039001762	very large	4	0.04538	0.06977
10039001823	medium-small	2	0.23148	0.14286
10039001878	very large	4	0.03687	0.05263
10039002185	very large	4	0.17409	0.32234
10039002187	very large	4	0.02363	0.13043
10039099995	medium-large	3	0.20354	0
10039099996	medium-small	2	0.10336	0.08696
10039099997	medium-large	3	0	0.07407
10039099998	very large	4	0.03643	0.05882
10039099999	medium-large	3	0.02653	0.04167
10042000101	medium-small	2	0.0914	0.47847
10042000203	very large	4	0.11875	0.2357
10042000205	very large	4	0.09145	0.45761
10042000206	medium-large	3	0.15094	0.29561
10042000207	medium-large	3	0.12366	0.67829
10042000208	very large	4	0.12845	0.41477
10042000209	very large	4	0.15891	0.4949
10042000210	medium-large	3	0.14841	0.37835
10042000211	very large	4	0.09147	0.41725
10042000213	medium-large	3	0.16833	0.38771
10042001427	medium-large	3	0.11742	0.34622
10042001476	medium-large	3	0.0967	0.67137
10042001481	very large	4	0.11506	0.47847
10042001870	medium-large	3	0.13694	0.54403
10045000214	medium-large	3	0.07592	0.32258
10045000215	medium-small	2	0.09195	0.54545
10045000216	medium-small	2	0.1018	0.59091
10048000218	medium-large	3	0.40132	0.88889
10048000221	medium-large	3	0.12802	0.8
10048000222	very large	4	0.03438	0.69231
10048000688	small	1	0	0.2
10051000226	very large	4	0.30308	0.525
10051000228	very large	4	0.18715	0.40541
10051000229	medium-small	2	0.20263	0.3913
10051000231	medium-large	3	0.19681	0.28205
10051001482	medium-small	2	0.14164	0.47619
10051002144	medium-large	3	0.2167	0.59636
10054000232	very large	4	0.14811	0.17143
10054000240	medium-large	3	0.01942	0.26471
10054000242	medium-large	3	0.01326	0.40625
10054000243	medium-large	3	0.20992	0.10191
10054000244	medium-small	2	0.09416	0.17647
10054000246	very large	4	0.08567	0.40541
10054000247	medium-large	3	0.05405	0.27848
10054000249	very large	4	0.13057	0.34091
10054000250	medium-large	3	0.17914	0.4
10054001428	medium-large	3	0.02339	0.32189
10054001429	medium-large	3	0.15552	0.36468
10054001430	medium-large	3	0.0597	0.02778
10054001488	medium-large	3	0.15123	0.41935
10054001489	medium-large	3	0.21378	0.30612
10054001747	very large	4	0.1106	0.47525
10054001884	medium-large	3	0.0449	0.30189
10060000256	medium-small	2	0.20328	0.706
10060000257	medium-large	3	0.10729	0.36484
10060000259	small	1	0.1223	0.11351
10060000260	medium-small	2	0.12598	0.16495
10060000263	medium-small	2	0.03673	0
10060000264	medium-small	2	0.09542	0.24125
10060000268	medium-small	2	0.14352	0.82023
10060000269	small	1	0.12903	0.76142
10060000271	very large	4	0.12661	0.12608
10060000272	very large	4	0.00599	0.4127
10063000274	medium-large	3	0.30561	0.15152
10063000276	medium-large	3	0.2396	0.31987
10063000278	medium-large	3	0.28632	0.26087
10063000279	medium-small	2	0.01944	0.17391
10063000282	very large	4	0.15821	0.01852
10063000283	medium-large	3	0.28373	0.5122
10066000261	very large	4	0.1295	0.05263
10066000262	very large	4	0.19444	0.36964
10066000265	medium-large	3	0.00458	0.41176
10066000270	very large	4	0.27763	0.04103
10066000286	very large	4	0.12023	0.60345
10066000287	very large	4	0.14328	0.28571
10066000288	medium-large	3	0.00679	0.15432
10066000745	medium-large	3	0.00758	0.07457
10066001431	very large	4	0.03309	0.65789
10066001491	very large	4	0.27064	0.02174
10066001657	very large	4	0.00669	0.05072
10069000182	medium-small	2	0.27123	0.20833
10069000291	medium-small	2	0.22812	0.42105
10069000297	medium-large	3	0.27723	0.05
10069001561	medium-large	3	0.12559	0.03226
10072000298	medium-large	3	0.01471	0.56667
10072000302	medium-small	2	0.14805	0.95833
10072000304	medium-large	3	0.13054	0.4766
10072000305	medium-large	3	0	0.87912
10072000306	medium-small	2	0.07989	0.6087
10072001450	medium-large	3	0	0.72202
10072001493	very large	4	0.12538	0.57094
10075000307	medium-large	3	0.16323	0.96732
10075000312	medium-large	3	0.24348	0.68148
10075099998	very large	4	0.22102	0.74286
10075099999	medium-small	2	0.11957	0.45455
10078000317	medium-small	2	0.12535	0.29444
10078000318	very large	4	0.25886	0.53422
10078000319	medium-small	2	0.05138	0.36649
10078000320	medium-small	2	0.14091	0.60314
10078000321	medium-large	3	0.10456	0.2195
10078001671	medium-small	2	0.07778	0.73116
10078001726	medium-small	2	0.05983	0.24321
10081000323	medium-large	3	0.21084	0.19032
10081000327	very large	4	0.2132	0.61058
10081001494	medium-small	2	0.23729	0.19048
10081001748	medium-small	2	0.23899	0.27273
10084000331	medium-small	2	0.33639	0
10084000333	medium-small	2	0.25987	0.04167
10084000334	medium-large	3	0.26465	0.03226
10084000335	medium-large	3	0.22432	0.0303
10084000336	medium-small	2	0.39506	0.2
10084000338	medium-small	2	0.31496	0
10084000341	small	1	0.79137	0
10087000344	small	1	0.16667	0.21429
10087000345	medium-large	3	0.06087	0.59375
10087000347	small	1	0.07051	0.28037
10087000348	medium-small	2	0.10945	0.91667
10087000350	small	1	0.11852	0.26667
10087001766	medium-large	3	0.17488	0.37411
10090001749	medium-small	2	0.15313	0.31818
10090002074	medium-small	2	0.09043	0.41379
10090002075	medium-small	2	0.1756	0.36364
10093000280	medium-large	3	0.09524	0.41334
10093000359	small	1	0.0884	0.85714
10093000360	medium-small	2	0.18468	0.33333
10093000361	medium-small	2	0.36842	0.38889
10093000362	medium-small	2	0.16434	0.47619
10093000363	medium-large	3	0.08725	0.49808
10093000364	medium-small	2	0.14626	0.4186
10093001672	medium-small	2	0.05498	0.37665
10093002167	medium-small	2	0.19277	0.3913
10096000365	medium-large	3	0.26621	0.26316
10096000367	very large	4	0.27901	0.24159
10096000368	very large	4	0.26181	0.46296
10099000326	medium-large	3	0.07243	0.21786
10099000369	medium-large	3	0.09294	0.25078
10099000370	very large	4	0.10127	0.24318
10099000371	medium-large	3	0.02357	0.40128
10099000372	very large	4	0.08374	0.41078
10102000373	medium-small	2	0.05882	0
10102000374	medium-small	2	0.10484	0
10102000375	medium-large	3	0.00703	0
10102000377	medium-large	3	0.0189	0
10102000379	medium-small	2	0.19198	0
10102000380	medium-small	2	0.14758	0
10102000381	medium-small	2	0.19872	0
10102000385	medium-small	2	0.23442	0
10102000386	small	1	0.02837	0
10102000387	medium-large	3	0.11927	0
10102000396	very large	4	0.00321	0.025
10102000400	medium-small	2	0.13663	0
10102000403	medium-small	2	0.09509	0
10102000413	medium-small	2	0.12405	0.04348
10102000414	very large	4	0.0628	0
10102000420	medium-small	2	0.10909	0
10102000440	medium-large	3	0	0
10102000446	medium-large	3	0.14526	0
10102000453	medium-small	2	0.09877	0
10102000458	medium-large	3	0.07281	0
10102000459	medium-small	2	0.06297	0
10102001444	medium-small	2	0.08021	0
10102001497	small	1	0.24038	0.125
10102001676	medium-small	2	0.11707	0
10102001679	medium-small	2	0.04851	0.09091
10102002132	medium-small	2	0.06985	0
10105000281	medium-large	3	0.12806	0.47733
10105000388	very large	4	0.05249	0.56485
10105000389	medium-large	3	0.17949	0.07946
10105000390	medium-large	3	0.11753	0.39093
10105000391	medium-small	2	0.15385	0.37855
10105000392	medium-small	2	0.0398	0.42781
10105000393	medium-large	3	0.16854	0.18847
10108000394	medium-large	3	0.01465	0.15789
10108001767	medium-large	3	0.01452	0.14286
10111000395	medium-small	2	0.23111	0.42347
10111000397	very large	4	0.44046	0.03098
10111000401	small	1	0.19328	0.35047
10111000402	medium-small	2	0.32432	0.2907
10111000404	medium-small	2	0.16585	0.33267
10111000406	medium-large	3	0.47537	0.15389
10111000407	medium-small	2	0.22677	0.17294
10111000408	medium-small	2	0.16207	0.17045
10111000409	medium-large	3	0.25696	0.11538
10111000814	medium-small	2	0.22259	0.51546
10111001785	medium-small	2	0.22568	0.45842
10114000411	very large	4	0.16509	0.74545
10114000412	very large	4	0.13701	0.60784
10114000415	very large	4	0.16719	0.64789
10114000416	very large	4	0.19916	0.53086
10114000418	medium-small	2	0.16608	0.83333
10114000419	very large	4	0.19054	0.74576
10114000421	small	1	0.15447	0.66667
10114000422	very large	4	0.24604	0.6
10114000423	small	1	0.17284	0.86667
10114000424	very large	4	0.22052	0.7377
10114000425	medium-large	3	0.22998	0.64286
10114001860	medium-large	3	0.4257	0.68571
10114099999	very large	4	0.09901	0.65957
10117000081	very large	4	0.18345	0.50171
10117000426	very large	4	0.18244	0.51282
10117000427	medium-small	2	0.10826	0.42857
10117000428	medium-large	3	0.19554	0.47059
10117000429	very large	4	0.18486	0.41429
10117000430	medium-small	2	0.10213	0.33333
10117000431	medium-small	2	0.04775	0.4
10117000432	medium-large	3	0.10799	0.84507
10117000433	very large	4	0.19537	0.51111
10117000434	medium-small	2	0.17337	0.8
10117000435	medium-small	2	0.08414	0.73593
10117000436	medium-small	2	0.08015	0.46154
10117000437	medium-small	2	0.11066	0.29412
10117000438	medium-small	2	0.12625	0.69959
10117001615	medium-small	2	0.11246	0.36364
10117001728	medium-large	3	0.07407	0.52265
10117001786	medium-small	2	0.10724	0.77193
10117002175	small	1	0.34146	0.33333
10120000148	very large	4	0.14776	0.2
10120000439	medium-large	3	0.13135	0.25
10120000441	medium-large	3	0.1692	0.45161
10120000442	medium-large	3	0.20377	0.41935
10123000443	medium-large	3	0.10345	0.48387
10123000444	medium-small	2	0.18809	0.41176
10123000445	very large	4	0.23619	0.28662
10123000447	medium-large	3	0.13137	0.16667
10123000448	medium-small	2	0.14238	0.25907
10123000449	medium-small	2	0.0733	0.24138
10123000450	medium-small	2	0.06378	0.51465
10123000452	medium-large	3	0.04211	0.49438
10123000454	medium-large	3	0.12825	0.4375
10123000456	medium-small	2	0.16614	0.26316
10123001447	medium-large	3	0.08094	0.33333
10123001448	medium-large	3	0.08893	0.27624
10123001449	medium-small	2	0.10511	0.14815
10123001499	medium-large	3	0.14831	0.25688
10123001500	medium-large	3	0.13393	0.19753
10123001501	very large	4	0.19011	0.35573
10123001817	medium-small	2	0.0767	0.61905
10126000460	medium-small	2	0.04533	0.96
10126000461	medium-small	2	0.25581	0.55556
10129000102	very large	4	0.11066	0.26
10129000463	medium-large	3	0.16597	0.48
10129000465	medium-large	3	0.2192	0.33333
10129000468	very large	4	0.25023	0.36066
10129000470	very large	4	0.06051	0.33333
10129000471	very large	4	0.21607	0.24138
10129000833	very large	4	0.10521	0.27273
10129000834	medium-large	3	0.08756	0.6
10129001432	medium-large	3	0.19076	0.40678
10129001451	medium-large	3	0.22989	0.53571
10129001660	very large	4	0.21075	0.33898
10129001768	very large	4	0.16044	0.24691
10129001769	very large	4	0.21296	0.34884
10129002142	very large	4	0.11323	0.29412
10129002147	very large	4	0	0.35897
10129099998	small	1	0	0.75
10129099999	small	1	0.25	0.16667
10132000473	medium-small	2	0.11525	0.78049
10132000474	medium-large	3	0.14421	0.61538
10132000475	very large	4	0.25932	0.29508
10132000476	very large	4	0.03044	0.38442
10132000478	very large	4	0.11905	0.34545
10132000479	medium-large	3	0	0.54545
10132000480	medium-large	3	0.07711	0.52
10132000481	medium-large	3	0	0.18182
10132001719	medium-large	3	0.06954	0.03704
10132001867	medium-large	3	0.03742	0.54054
10135000482	medium-small	2	0.02479	0.05556
10135000484	medium-large	3	0.33861	0
10135000485	medium-large	3	0.0369	0.05714
10135000487	medium-large	3	0.20729	0
10135000488	medium-small	2	0.03115	0.05
10135000489	medium-small	2	0.07364	0
10135000492	medium-small	2	0.21914	0
10135000840	small	1	0	0
10135000841	medium-small	2	0	0
10135001504	medium-small	2	0.02261	0
10135001505	medium-large	3	0.12366	0
10135001506	medium-large	3	0.12586	0
10135001661	medium-large	3	0.00491	0.1875
10138000493	medium-large	3	0.15009	0.36276
10138000494	medium-small	2	0.31169	0.38889
10138000496	medium-large	3	0.2234	0.60526
10138000497	medium-small	2	0.08403	0.5726
10138000498	medium-small	2	0.15123	0.32468
10138000499	medium-large	3	0.20812	0.37574
10138000500	medium-small	2	0.09471	0.47458
10138000501	medium-small	2	0.20565	0.91429
10138000502	very large	4	0.11781	0.4375
10138000503	small	1	0.21053	0.88496
10138000505	very large	4	0.11024	0.31818
10138000506	very large	4	0.3101	0.40816
10138000507	medium-large	3	0.13909	0.32
10138000508	medium-large	3	0.34014	0.42857
10138000509	medium-small	2	0.16498	0.24555
10138001507	medium-small	2	0.0114	0.5
10138001508	very large	4	0.20807	0.33496
10138001509	medium-large	3	0	0.71547
10138001662	medium-large	3	0.06459	0.40914
10138002076	small	1	0.02286	0
10141000511	very large	4	0.03162	0.20716
10141000513	very large	4	0.05255	0.30233
10141000514	very large	4	0.00988	0.16906
10141001510	very large	4	0.00332	0.13986
10144000515	medium-small	2	0.15205	0.08753
10144000516	medium-large	3	0.34729	0.44867
10144000517	small	1	0.06599	0.14993
10144000518	medium-small	2	0.07756	0.27663
10144000519	medium-small	2	0.25705	0.4814
10147000521	medium-small	2	0.02239	0
10147000523	medium-large	3	0.17532	0.44743
10147000525	medium-small	2	0.11529	0.45614
10147001512	medium-small	2	0.1324	0.72955
10147001514	medium-large	3	0.1487	0.37547
10147001787	medium-large	3	0.01376	0.03766
10153000528	very large	4	0.23734	0.45799
10153000531	medium-small	2	0.16529	0.37054
10153000532	very large	4	0.01006	0.46838
10153000534	medium-large	3	0.1863	0.42723
10153000535	medium-large	3	0.12716	0.33831
10153000536	very large	4	0.15896	0.37943
10153001664	very large	4	0.12443	0.35528
10156000538	very large	4	0.14232	0.53846
10156000539	medium-large	3	0.08811	0.54274
10156001365	very large	4	0.10519	0.42478
10156001750	very large	4	0.15575	0.55556
10159000541	medium-large	3	0.00917	0.28846
10159000542	small	1	0.06593	0.49505
10159000544	medium-small	2	0.14986	0.38095
10159000545	very large	4	0.0135	0.58256
10159000547	medium-small	2	0.20789	0.40161
10159000548	medium-small	2	0.16388	0.50459
10159001861	medium-small	2	0.19018	0.71149
10159001869	medium-small	2	0.20069	0.37209
10162000551	medium-small	2	0.07364	0.16892
10162000552	small	1	0.17708	0.40984
10162000553	medium-large	3	0.17391	0.557
10162000555	medium-small	2	0.0275	0.58548
10162000559	medium-large	3	0.09812	0.52045
10162000563	medium-large	3	0.06573	0.55162
10162000564	medium-small	2	0.0546	0.42863
10162000565	medium-small	2	0.07308	0.71823
10162001517	medium-small	2	0.13445	0.50719
10162001665	medium-small	2	0.13538	0.62474
10162001666	medium-small	2	0.08636	0.58394
10162001824	very large	4	0.41569	0.51406
10164000567	medium-small	2	0.35588	0.375
10164000568	very large	4	0.18377	0.13953
10164001788	medium-small	2	0.1963	0.05
10166000570	small	1	0.17	0.36597
10166000571	small	1	0.27411	0.33445
10166001519	medium-small	2	0.17429	0.47059
10166001771	medium-small	2	0.23077	0.28
10166001772	small	1	0.14894	0.30488
10166001791	medium-small	2	0.16834	0.52
10166001792	small	1	0.13587	0.5
10166001793	medium-large	3	0.20998	0.37769
10166001794	medium-small	2	0.1204	0.35714
10168000576	medium-small	2	0.06286	0
10168000578	medium-small	2	0.00709	0
10168000864	small	1	0	0
10168001452	medium-small	2	0.02811	0
10168001520	medium-small	2	0.05128	0.04762
10169000579	medium-large	3	0.23319	0.2449
10169000580	medium-large	3	0.09354	0.1
10169000581	medium-large	3	0.19486	0.28571
10169000582	medium-large	3	0.20202	0.27925
10171000588	medium-large	3	0.24635	0.56604
10171000589	medium-large	3	0.01351	0
10171000592	medium-small	2	0.25778	0.70588
10171002156	medium-small	2	0.06343	0.88889
10171002158	medium-large	3	0.10504	0.87879
10171002162	medium-small	2	0.15537	0.33333
10171002165	medium-small	2	0.14341	0
10172000594	medium-large	3	0.13873	0.62222
10172001795	very large	4	0.02545	0.8016
10172001885	medium-small	2	0.01023	0.8507
10173000328	medium-small	2	0.07547	0.36
10173000596	medium-large	3	0.13768	0.55377
10173000597	medium-small	2	0.11141	0.625
10173000598	medium-large	3	0.14108	0.47393
10173000599	very large	4	0.15719	0.44579
10173099999	medium-large	3	0.10099	0.51188
10174000600	medium-large	3	0.02483	0.84848
10174000602	medium-large	3	0	0.69697
10174000603	very large	4	0.07831	0.42478
10174000604	medium-small	2	0.08443	0.17391
10174000605	medium-large	3	0.11852	0.48148
10174099998	small	1	0	0
10176000606	very large	4	0.08228	0.41071
10176000607	medium-large	3	0.05841	0.25169
10176000608	very large	4	0.09538	0.25366
10176000609	very large	4	0.08009	0.304
10176000610	medium-large	3	0.03896	0.30233
10177000611	very large	4	0.02762	0.24176
10177000612	very large	4	0.12586	0.375
10177000614	medium-small	2	0.06553	0.59259
10177000615	very large	4	0.11337	0.51282
10177000616	medium-large	3	0.10723	0.59375
10177000617	very large	4	0.09185	0.37931
10177001668	very large	4	0.10094	0.4902
10177002077	medium-large	3	0.10796	0.44828
10177002078	very large	4	0.11243	0.55
10180000533	medium-large	3	0.07885	0.38889
10180000618	medium-large	3	0.08729	0.37143
10180000619	very large	4	0.38684	0.78788
10180000620	medium-large	3	0.13793	0.22449
10180000621	medium-small	2	0.10899	0.23077
10180000622	medium-small	2	0.11842	0.23333
10180000623	medium-small	2	0.21932	0.44828
10180000624	medium-large	3	0.07289	0.28571
10180000627	medium-large	3	0.13272	0.06667
10180000628	medium-small	2	0.17974	0.26087
10180000629	very large	4	0.16649	0.35514
10180000630	medium-large	3	0.07692	0.38889
10180000631	very large	4	0.13761	0.23364
10180000632	medium-large	3	0.09253	0.15152
10180000633	very large	4	0.34983	0.55263
10180000634	medium-large	3	0.07621	0.21212
10180000635	medium-large	3	0.16548	0.39394
10180000636	very large	4	0.21707	0.48148
10180000638	medium-large	3	0.15157	0.25714
10180000640	medium-small	2	0.22426	0.35714
10180000643	medium-large	3	0.18803	0.25
10180000644	medium-small	2	0.1604	0.24138
10180000647	medium-large	3	0.18115	0.225
10180000650	medium-small	2	0.14286	0.21622
10180000651	medium-large	3	0.08506	0.3
10180000652	medium-large	3	0.14841	0.35
10180001374	medium-small	2	0.09167	0.36364
10180001527	small	1	0.22222	0.42857
10180001528	medium-small	2	0.16431	0.42308
10180001529	medium-large	3	0.16344	0.23404
10180001530	very large	4	0.12371	0.26415
10180001531	very large	4	0.11335	0.28571
10180001651	very large	4	0.17794	0.40385
10180001773	medium-large	3	0.14947	0.28889
10180001774	medium-large	3	0.14176	0.27273
