state	provider	provider_type	male	female	white	minority	male_percent	female_percent	white_percent	minority_percent
Arkansas	ARKANSAS TECH UNIVERSITY	Traditional	35	123	145	13	0.221518987	0.778481013	0.917721519	0.082278481
Arkansas	ARKANSAS TECH UNIVERSITY	Alternative, IHE-based	44	115	132	27	0.27672956	0.72327044	0.830188679	0.169811321
Arkansas	Central Baptist College	Traditional	2	12	14	0	0.142857143	0.857142857	1	0
Arkansas	Crowley's Ridge College	Traditional	4	19	22	1	0.173913043	0.826086957	0.956521739	0.043478261
Arkansas	HARDING UNIVERSITY	Traditional	36	187	208	15	0.161434978	0.838565022	0.932735426	0.067264574
Arkansas	HARDING UNIVERSITY	Alternative, IHE-based	24	69	66	27	0.258064516	0.741935484	0.709677419	0.290322581
Arkansas	HENDERSON STATE UNIVERSITY	Traditional	38	125	146	17	0.233128834	0.766871166	0.895705521	0.104294479
Arkansas	HENDERSON STATE UNIVERSITY	Alternative, IHE-based	7	13	17	3	0.35	0.65	0.85	0.15
Arkansas	HENDRIX COLLEGE	Traditional	2	4	6	0	0.333333333	0.666666667	1	0
Arkansas	JOHN BROWN UNIVERSITY	Traditional	17	102	102	14	0.142857143	0.857142857	0.879310345	0.120689655
Arkansas	JOHN BROWN UNIVERSITY	Alternative, IHE-based	5	8	11	2	0.384615385	0.615384615	0.846153846	0.153846154
Arkansas	LYON COLLEGE	Traditional	1	1	2	0	0.5	0.5	1	0
Arkansas	OUACHITA BAPTIST UNIVERSITY	Traditional	11	49	56	4	0.183333333	0.816666667	0.933333333	0.066666667
Arkansas	PHILANDER SMITH COLLEGE	Traditional	0	1	0	1	0	1	0	1
Arkansas	SOUTHERN ARKANSAS UNIVERSITY	Traditional	46	137	154	29	0.25136612	0.74863388	0.841530055	0.158469945
Arkansas	SOUTHERN ARKANSAS UNIVERSITY	Alternative, IHE-based	28	43	64	7	0.394366197	0.605633803	0.901408451	0.098591549
Arkansas	TEACH FOR AMERICA - AR	Alternative, not IHE-based	19	34	30	23	0.358490566	0.641509434	0.566037736	0.433962264
Arkansas	UNIVERSITY OF ARKANSAS - FAYETTEVILLE	Traditional	97	318	355	46	0.23373494	0.76626506	0.885286783	0.114713217
Arkansas	UNIVERSITY OF ARKANSAS - FORT SMITH	Traditional	50	189	192	28	0.209205021	0.790794979	0.872727273	0.127272727
Arkansas	UNIVERSITY OF ARKANSAS - LITTLE ROCK	Traditional	39	148	152	23	0.20855615	0.79144385	0.868571429	0.131428571
Arkansas	UNIVERSITY OF ARKANSAS - LITTLE ROCK	Alternative, IHE-based	46	83	82	35	0.356589147	0.643410853	0.700854701	0.299145299
Arkansas	UNIVERSITY OF ARKANSAS - MONTICELLO	Traditional	8	57	60	5	0.123076923	0.876923077	0.923076923	0.076923077
Arkansas	UNIVERSITY OF ARKANSAS - MONTICELLO	Alternative, IHE-based	27	63	76	14	0.3	0.7	0.844444444	0.155555556
Arkansas	UNIVERSITY OF ARKANSAS - PINE BLUFF	Traditional	7	17	5	21	0.291666667	0.708333333	0.192307692	0.807692308
Arkansas	UNIVERSITY OF ARKANSAS - PINE BLUFF	Alternative, IHE-based	0	0	0	0
Arkansas	UNIVERSITY OF CENTRAL ARKANSAS	Traditional	94	272	315	42	0.256830601	0.743169399	0.882352941	0.117647059
Arkansas	UNIVERSITY OF CENTRAL ARKANSAS	Alternative, IHE-based	78	240	255	58	0.245283019	0.754716981	0.814696486	0.185303514
Arkansas	UNIVERSITY OF THE OZARKS	Traditional	2	14	13	3	0.125	0.875	0.8125	0.1875
Arkansas	WILLIAMS BAPTIST COLLEGE	Traditional	3	12	14	1	0.2	0.8	0.933333333	0.066666667
California	Academy of Art University	Traditional	0	2	2	0	0	1	1	0
California	Alliant International University	Traditional	5	6	2	1	0.454545455	0.545454545	0.666666667	0.333333333
California	Alliant International University	Alternative, IHE-based	23	22	6	13	0.511111111	0.488888889	0.315789474	0.684210526
California	Antioch University	Traditional	23	50	35	24	0.315068493	0.684931507	0.593220339	0.406779661
California	Argosy University	Traditional	0	0	0	0
California	Azusa Pacific University	Traditional	126	314	196	192	0.286363636	0.713636364	0.505154639	0.494845361
California	Azusa Pacific University	Alternative, IHE-based	29	48	42	28	0.376623377	0.623376623	0.6	0.4
California	Bard College	Traditional	1	3	1	3	0.25	0.75	0.25	0.75
California	Bay Area School of Enterprise (REACH Institute)	Alternative, not IHE-based	11	11	6	15	0.5	0.5	0.285714286	0.714285714
California	Biola University	Traditional	37	245	160	122	0.131205674	0.868794326	0.567375887	0.432624113
California	Brandman University	Traditional	233	509	524	201	0.314016173	0.685983827	0.722758621	0.277241379
California	Brandman University	Alternative, IHE-based	41	55	63	30	0.427083333	0.572916667	0.677419355	0.322580645
California	California Baptist University	Traditional	57	239	138	121	0.192567568	0.807432432	0.532818533	0.467181467
California	California Baptist University	Alternative, IHE-based	5	8	7	6	0.384615385	0.615384615	0.538461538	0.461538462
California	California Lutheran University	Traditional	26	106	72	52	0.196969697	0.803030303	0.580645161	0.419354839
California	California Lutheran University	Alternative, IHE-based	0	0	0	0
California	California Polytechnic State University, San Luis Obispo	Traditional	59	234	217	64	0.201365188	0.798634812	0.772241993	0.227758007
California	California State Polytechnic University, Pomona	Traditional	54	107	36	109	0.335403727	0.664596273	0.248275862	0.751724138
California	California State Polytechnic University, Pomona	Alternative, IHE-based	5	10	3	11	0.333333333	0.666666667	0.214285714	0.785714286
California	California State University, Bakersfield	Traditional	203	655	277	537	0.236596737	0.763403263	0.34029484	0.65970516
California	California State University, Bakersfield	Alternative, IHE-based	39	85	56	64	0.314516129	0.685483871	0.466666667	0.533333333
California	California State University, Channel Islands	Traditional	9	39	18	28	0.1875	0.8125	0.391304348	0.608695652
California	California State University, Channel Islands	Alternative, IHE-based	2	1	2	1	0.666666667	0.333333333	0.666666667	0.333333333
California	California State University, Chico	Traditional	36	91	72	44	0.283464567	0.716535433	0.620689655	0.379310345
California	California State University, Chico	Alternative, IHE-based	9	6	11	3	0.6	0.4	0.785714286	0.214285714
California	California State University, Dominguez Hills	Traditional	130	258	84	275	0.335051546	0.664948454	0.233983287	0.766016713
California	California State University, Dominguez Hills	Alternative, IHE-based	6	33	8	27	0.153846154	0.846153846	0.228571429	0.771428571
California	California State University, East Bay	Traditional	60	123	93	65	0.327868852	0.672131148	0.588607595	0.411392405
California	California State University, East Bay	Alternative, IHE-based	18	35	22	17	0.339622642	0.660377358	0.564102564	0.435897436
California	California State University, Fresno	Traditional	100	253	130	223	0.283286119	0.716713881	0.368271955	0.631728045
California	California State University, Fresno	Alternative, IHE-based	9	9	7	11	0.5	0.5	0.388888889	0.611111111
California	California State University, Fullerton	Traditional	129	349	197	238	0.269874477	0.730125523	0.452873563	0.547126437
California	California State University, Fullerton	Alternative, IHE-based	6	11	8	8	0.352941176	0.647058824	0.5	0.5
California	California State University, Long Beach	Traditional	196	391	194	344	0.333901193	0.666098807	0.360594796	0.639405204
California	California State University, Long Beach	Alternative, IHE-based	1	2	1	2	0.333333333	0.666666667	0.333333333	0.666666667
California	California State University, Los Angeles	Traditional	122	291	63	320	0.295399516	0.704600484	0.164490862	0.835509138
California	California State University, Los Angeles	Alternative, IHE-based	10	32	5	37	0.238095238	0.761904762	0.119047619	0.880952381
California	California State University, Monterey Bay	Traditional	36	67	51	34	0.349514563	0.650485437	0.6	0.4
California	California State University, Monterey Bay	Alternative, IHE-based	25	43	27	29	0.367647059	0.632352941	0.482142857	0.517857143
California	California State University, Northridge	Traditional	102	278	163	189	0.268421053	0.731578947	0.463068182	0.536931818
California	California State University, Northridge	Alternative, IHE-based	14	34	13	25	0.291666667	0.708333333	0.342105263	0.657894737
California	California State University, Sacramento	Traditional	47	98	117	87	0.324137931	0.675862069	0.573529412	0.426470588
California	California State University, Sacramento	Alternative, IHE-based	0	0	0	0
California	California State University, San Bernardino	Traditional	105	52	35	49	0.668789809	0.331210191	0.416666667	0.583333333
California	California State University, San Bernardino	Alternative, IHE-based	11	43	15	18	0.203703704	0.796296296	0.454545455	0.545454545
California	California State University, San Marcos	Traditional	15	101	61	39	0.129310345	0.870689655	0.61	0.39
California	California State University, San Marcos	Alternative, IHE-based	0	0	0	0
California	California State University, Stanislaus	Traditional	39	181	37	77	0.177272727	0.822727273	0.324561404	0.675438596
California	California State University, Stanislaus	Alternative, IHE-based	3	7	2	5	0.3	0.7	0.285714286	0.714285714
California	CalState TEACH	Traditional	189	780	641	936	0.19504644	0.80495356	0.406467977	0.593532023
California	CalState TEACH	Alternative, IHE-based	19	70	60	79	0.213483146	0.786516854	0.431654676	0.568345324
California	Chapman University	Traditional	25	72	47	46	0.257731959	0.742268041	0.505376344	0.494623656
California	Chapman University	Alternative, IHE-based	0	5	5	0	0	1	1	0
California	Claremont Graduate University	Traditional	8	18	4	17	0.307692308	0.692307692	0.19047619	0.80952381
California	Claremont Graduate University	Alternative, IHE-based	9	26	10	18	0.257142857	0.742857143	0.357142857	0.642857143
California	Concordia University	Traditional	49	48	73	24	0.505154639	0.494845361	0.75257732	0.24742268
California	Concordia University	Alternative, IHE-based	0	0	0	0
California	Dominican University of California	Traditional	23	70	71	21	0.247311828	0.752688172	0.77173913	0.22826087
California	Dominican University of California	Alternative, IHE-based	1	6	7	6	0.142857143	0.857142857	0.538461538	0.461538462
California	Fresno Pacific University	Traditional	66	209	115	149	0.24	0.76	0.435606061	0.564393939
California	Fresno Pacific University	Alternative, IHE-based	25	57	57	34	0.304878049	0.695121951	0.626373626	0.373626374
California	Hebrew Union College	Traditional	3	9	12	0	0.25	0.75	1	0
California	High Tech High Communities	Alternative, not IHE-based	12	19	26	14	0.387096774	0.612903226	0.65	0.35
California	Holy Names University	Traditional	19	41	17	42	0.316666667	0.683333333	0.288135593	0.711864407
California	Holy Names University	Alternative, IHE-based	8	7	6	9	0.533333333	0.466666667	0.4	0.6
California	Hope International University	Traditional	23	34	24	22	0.403508772	0.596491228	0.52173913	0.47826087
California	Humboldt State University	Traditional	3	5	3	5	0.375	0.625	0.375	0.625
California	Humboldt State University	Alternative, IHE-based	0	0	0	0
California	Humphreys College	Traditional	6	57	17	46	0.095238095	0.904761905	0.26984127	0.73015873
California	La Sierra University	Traditional	34	49	45	67	0.409638554	0.590361446	0.401785714	0.598214286
California	La Sierra University	Alternative, IHE-based	0	0	0	0
California	Los Angeles County Office of Education	Alternative, not IHE-based	0	0	0	0
California	Los Angeles Unified School District	Alternative, not IHE-based	12	36	27	33	0.25	0.75	0.45	0.55
California	Loyola Marymount University	Traditional	71	245	101	203	0.224683544	0.775316456	0.332236842	0.667763158
California	Loyola Marymount University	Alternative, IHE-based	107	212	88	206	0.335423197	0.664576803	0.299319728	0.700680272
California	Mills College	Traditional	1	1	1	1	0.5	0.5	0.5	0.5
California	Mount St. Mary’s University	Traditional	14	71	16	63	0.164705882	0.835294118	0.202531646	0.797468354
California	Mount St. Mary’s University	Alternative, IHE-based	1	2	0	3	0.333333333	0.666666667	0	1
California	Mt. Diablo Unified School District	Alternative, not IHE-based	30	17	22	23	0.638297872	0.361702128	0.488888889	0.511111111
California	National University	Traditional	978	1937	1424	1392	0.335506003	0.664493997	0.505681818	0.494318182
California	National University	Alternative, IHE-based	174	280	234	204	0.383259912	0.616740088	0.534246575	0.465753425
California	Notre Dame de Namur University	Traditional	58	164	59	65	0.261261261	0.738738739	0.475806452	0.524193548
California	Notre Dame de Namur University	Alternative, IHE-based	7	22	10	9	0.24137931	0.75862069	0.526315789	0.473684211
California	Pacific Oaks College	Traditional	5	72	37	31	0.064935065	0.935064935	0.544117647	0.455882353
California	Pacific Oaks College	Alternative, IHE-based	0	0	0	0
California	Pacific Union College	Traditional	12	35	27	17	0.255319149	0.744680851	0.613636364	0.386363636
California	Patten University	Traditional	18	12	15	15	0.6	0.4	0.5	0.5
California	Patten University	Alternative, IHE-based	18	12	15	15	0.6	0.4	0.5	0.5
California	Pepperdine University	Traditional	14	53	37	30	0.208955224	0.791044776	0.552238806	0.447761194
California	Point Loma Nazarene University	Traditional	58	121	119	82	0.324022346	0.675977654	0.592039801	0.407960199
California	Point Loma Nazarene University	Alternative, IHE-based	18	45	37	26	0.285714286	0.714285714	0.587301587	0.412698413
California	San Diego Christian College	Traditional	7	17	18	7	0.291666667	0.708333333	0.72	0.28
California	San Diego City Unified School District	Alternative, not IHE-based	0	0	0	0
California	San Diego State University	Traditional	34	93	55	69	0.267716535	0.732283465	0.443548387	0.556451613
California	San Diego State University	Alternative, IHE-based	0	5	0	5	0	1	0	1
California	San Francisco State University	Traditional	45	130	77	81	0.257142857	0.742857143	0.487341772	0.512658228
California	San Francisco State University	Alternative, IHE-based	13	35	30	14	0.270833333	0.729166667	0.681818182	0.318181818
California	San Joaquin County Office of Education - Project IMPACT	Alternative, not IHE-based	48	74	72	50	0.393442623	0.606557377	0.590163934	0.409836066
California	San Jose State University	Traditional	55	132	83	104	0.294117647	0.705882353	0.443850267	0.556149733
California	San Jose State University	Alternative, IHE-based	27	53	37	43	0.3375	0.6625	0.4625	0.5375
California	Santa Clara University	Traditional	40	109	56	92	0.268456376	0.731543624	0.378378378	0.621621622
California	Simpson University	Traditional	25	88	32	6	0.221238938	0.778761062	0.842105263	0.157894737
California	Sonoma State University	Traditional	10	58	52	7	0.147058824	0.852941176	0.881355932	0.118644068
California	Sonoma State University	Alternative, IHE-based	11	8	13	3	0.578947368	0.421052632	0.8125	0.1875
California	St. Mary's College of California	Traditional	23	127	82	41	0.153333333	0.846666667	0.666666667	0.333333333
California	St. Mary's College of California	Alternative, IHE-based	0	0	0	0
California	Stanford University	Traditional	0	0	0	0
California	Stanislaus County Office of Education	Alternative, not IHE-based	4	18	15	7	0.181818182	0.818181818	0.681818182	0.318181818
California	Teacher's College of San Joaquin	Traditional	0	0	0	0
California	The Master’s College	Traditional	1	9	9	1	0.1	0.9	0.9	0.1
California	Touro University	Traditional	57	124	115	66	0.314917127	0.685082873	0.635359116	0.364640884
California	Touro University	Alternative, IHE-based	9	12	7	16	0.428571429	0.571428571	0.304347826	0.695652174
California	Tulare County Office of Education	Alternative, not IHE-based	43	86	68	43	0.333333333	0.666666667	0.612612613	0.387387387
California	United States University	Traditional	5	9	2	12	0.357142857	0.642857143	0.142857143	0.857142857
California	University of California, Berkeley	Traditional	3	10	7	5	0.230769231	0.769230769	0.583333333	0.416666667
California	University of California, Davis	Traditional	0	0	0	0
California	University of California, Irvine	Traditional	0	0	0	0
California	University of California, Los Angeles	Traditional	32	96	40	83	0.25	0.75	0.325203252	0.674796748
California	University of California, Los Angeles	Alternative, IHE-based	6	19	0	0	0.24	0.76
California	University of California, Riverside	Traditional	2	3	0	5	0.4	0.6	0	1
California	University of California, Riverside	Alternative, IHE-based	0	0	0	0
California	University of California, San Diego	Traditional	14	36	23	27	0.28	0.72	0.46	0.54
California	University of California, San Diego	Alternative, IHE-based	7	10	8	9	0.411764706	0.588235294	0.470588235	0.529411765
California	University of California, Santa Barbara	Traditional	1	3	2	2	0.25	0.75	0.5	0.5
California	University of California, Santa Cruz	Traditional	22	58	45	30	0.275	0.725	0.6	0.4
California	University of LaVerne	Traditional	119	414	233	208	0.22326454	0.77673546	0.528344671	0.471655329
California	University of LaVerne	Alternative, IHE-based	43	30	30	33	0.589041096	0.410958904	0.476190476	0.523809524
California	University of Phoenix - CA	Traditional	320	951	401	496	0.25177026	0.74822974	0.447045708	0.552954292
California	University of Phoenix - CA	Alternative, IHE-based	15	24	10	17	0.384615385	0.615384615	0.37037037	0.62962963
California	University of Redlands	Traditional	134	448	226	239	0.23024055	0.76975945	0.486021505	0.513978495
California	University of Redlands	Alternative, IHE-based	0	3	2	1	0	1	0.666666667	0.333333333
California	University of San Diego	Traditional	21	76	59	32	0.216494845	0.783505155	0.648351648	0.351648352
California	University of San Francisco	Traditional	37	157	100	94	0.190721649	0.809278351	0.515463918	0.484536082
California	University of San Francisco	Alternative, IHE-based	2	11	9	4	0.153846154	0.846153846	0.692307692	0.307692308
California	University of Southern California	Traditional	107	278	163	200	0.277922078	0.722077922	0.449035813	0.550964187
California	University of the Pacific	Traditional	31	111	61	81	0.218309859	0.781690141	0.429577465	0.570422535
California	University of the Pacific	Alternative, IHE-based	5	17	15	7	0.227272727	0.772727273	0.681818182	0.318181818
California	Vanguard University	Traditional	11	31	29	14	0.261904762	0.738095238	0.674418605	0.325581395
California	Western Governors University - CA	Traditional	133	332	326	139	0.286021505	0.713978495	0.701075269	0.298924731
California	Westmont College	Traditional	0	16	13	7	0	1	0.65	0.35
California	Whittier College	Traditional	17	27	17	27	0.386363636	0.613636364	0.386363636	0.613636364
California	Whittier College	Alternative, IHE-based	0	0	0	0
California	William Jessup University	Traditional	30	119	118	30	0.201342282	0.798657718	0.797297297	0.202702703
Colorado	Adams State University	Traditional	23	88	75	36	0.207207207	0.792792793	0.675675676	0.324324324
Colorado	Archdiocese of Denver	Alternative, not IHE-based	3	13	16	0	0.1875	0.8125	1	0
Colorado	Boulder Journey School	Alternative, not IHE-based	0	0	0	0
Colorado	Centennial Board of Cooperative Education Services	Alternative, not IHE-based	0	3	3	1	0	1	0.75	0.25
Colorado	Colorado Christian University	Traditional	23	147	153	13	0.135294118	0.864705882	0.921686747	0.078313253
Colorado	Colorado Christian University	Alternative, IHE-based	10	20	23	5	0.333333333	0.666666667	0.821428571	0.178571429
Colorado	Colorado Mesa University	Traditional	35	116	129	20	0.231788079	0.768211921	0.865771812	0.134228188
Colorado	Colorado State University - Fort Collins	Traditional	138	293	384	27	0.320185615	0.679814385	0.934306569	0.065693431
Colorado	Colorado State University - Pueblo	Traditional	43	144	128	59	0.229946524	0.770053476	0.684491979	0.315508021
Colorado	Colorado State University - Pueblo	Alternative, IHE-based	5	12	12	5	0.294117647	0.705882353	0.705882353	0.294117647
Colorado	Denver Public Schools	Alternative, not IHE-based	16	44	43	17	0.266666667	0.733333333	0.716666667	0.283333333
Colorado	Douglas County School District	Alternative, not IHE-based	8	14	20	1	0.363636364	0.636363636	0.952380952	0.047619048
Colorado	Eagle Rock School & Professional Development Center	Alternative, not IHE-based	2	4	6	0	0.333333333	0.666666667	1	0
Colorado	East Central Board of Cooperative Education Services	Alternative, not IHE-based	0	0	0	0
Colorado	Fort Lewis College	Traditional	58	149	127	72	0.280193237	0.719806763	0.638190955	0.361809045
Colorado	Friends' School	Alternative, not IHE-based	0	0	0	0
Colorado	Metropolitan State University of Denver	Traditional	277	782	834	290	0.261567517	0.738432483	0.741992883	0.258007117
Colorado	Metropolitan State University of Denver	Alternative, IHE-based	39	48	63	21	0.448275862	0.551724138	0.75	0.25
Colorado	Mountain Board of Cooperative Education Services	Alternative, not IHE-based	7	22	28	2	0.24137931	0.75862069	0.933333333	0.066666667
Colorado	Northeast Board of Cooperative Education Services	Alternative, not IHE-based	0	0	0	0
Colorado	Northwest Board of Cooperative Education Services	Alternative, not IHE-based	0	0	0	0
Colorado	Pikes Peak  Board of Cooperative Education Services	Alternative, not IHE-based	23	27	42	8	0.46	0.54	0.84	0.16
Colorado	Public Education & Business Coalition	Alternative, not IHE-based	28	38	50	17	0.424242424	0.575757576	0.746268657	0.253731343
